Radix Journal,white-nationalist,48.41,-114.33,"(48.41, -114.33)"
Nation of Islam,black-separatist,35.612661,-77.366353,"(35.612661, -77.366353)"
Sons of Thundr (Faith Baptist Church),anti-lgbt,33.21012,-84.744376,"(33.21012, -84.744376)"
Creativity Movement,neo-nazi,38.59,-80.454597,"(38.59, -80.454597)"
Southern National Congress,neo-confederate,35.2,-91.83,"(35.2, -91.83)"
AC Skins,racist-skinhead,38.99,-74.81,"(38.99, -74.81)"
Northern Hammerskins,racist-skinhead,42.333423,-83.04,"(42.333423, -83.04)"
Pioneer Fund,white-nationalist,40.77007,-73.958024,"(40.77007, -73.958024)"
Nation of Islam,black-separatist,40.02795,-74.886984,"(40.02795, -74.886984)"
Insight USA,other,28.690591,-81.408321,"(28.690591, -81.408321)"
World Congress of Families/Howard Center for Family Religion and Society,anti-lgbt,42.341,-89.084794,"(42.341, -89.084794)"
European American Front,white-nationalist,34.5,-88.63,"(34.5, -88.63)"
The Remnant Press,rad-trad-catholicism,45.283142,-93.010751,"(45.283142, -93.010751)"
American Freedom Party,white-nationalist,40.79992,-73.96831,"(40.79992, -73.96831)"
Ku Klos Knights of the Ku Klux Klan,kkk,35.236823,-90.018655,"(35.236823, -90.018655)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,30.711029,-94.932989,"(30.711029, -94.932989)"
United Northern and Southern Knights of the Ku Klux Klan,kkk,41.947205,-87.746807,"(41.947205, -87.746807)"
Council of Conservative Citizens,white-nationalist,33.33207,-89.741193,"(33.33207, -89.741193)"
Council of Conservative Citizens,white-nationalist,44.628683,-74.813833,"(44.628683, -74.813833)"
Jewish Task Force,other,40.742194,-73.788968,"(40.742194, -73.788968)"
League of the South,neo-confederate,37.047821,-87.485002,"(37.047821, -87.485002)"
Die Auserwahlten,racist-skinhead,30.69,-90.97,"(30.69, -90.97)"
Washington Summit Publishers,white-nationalist,48.410637,-114.335265,"(48.410637, -114.335265)"
Masjid al Islam,other,37.793681,-122.146219,"(37.793681, -122.146219)"
National Socialist Movement,neo-nazi,40.73,-74.17,"(40.73, -74.17)"
Aryan Strikeforce,racist-skinhead,34.043557,-111.09,"(34.043557, -111.09)"
Creativity Movement,neo-nazi,41.6,-73.08,"(41.6, -73.08)"
New Black Panther Party,black-separatist,42.354856,-71.066119,"(42.354856, -71.066119)"
Gallows Tree Wotansvolk Alliance,neo-nazi,42.96,-85.66,"(42.96, -85.66)"
National Socialist Movement,neo-nazi,37.833378,-84.27,"(37.833378, -84.27)"
Aryan Strikeforce,racist-skinhead,40.57,-74.6,"(40.57, -74.6)"
Abiding Truth Ministries,anti-lgbt,42.105667,-72.597745,"(42.105667, -72.597745)"
Aryan Terror Brigade,racist-skinhead,40.408529,-82.9,"(40.408529, -82.9)"
Free America Rally,white-nationalist,42.354179,-72.142909,"(42.354179, -72.142909)"
Advanced White Society,white-nationalist,40.417287,-82.907123,"(40.417287, -82.907123)"
Creativity Alliance,neo-nazi,36.77,-119.41,"(36.77, -119.41)"
Nation of Islam,black-separatist,32.698055,-117.120592,"(32.698055, -117.120592)"
Maryland State Skinheads,racist-skinhead,39.29,-76.61,"(39.29, -76.61)"
Get Some 88,racist-music,34.455694,-118.635805,"(34.455694, -118.635805)"
Golden Dawn,neo-nazi,40.763372,-73.910997,"(40.763372, -73.910997)"
American Freedom Party,white-nationalist,27.390745,-82.459536,"(27.390745, -82.459536)"
Israelite Church of God in Jesus Christ,black-separatist,39.995507,-75.172048,"(39.995507, -75.172048)"
Nation of Islam,black-separatist,32.304923,-90.201023,"(32.304923, -90.201023)"
Council for Social and Economic Studies,white-nationalist,38.908229,-77.030539,"(38.908229, -77.030539)"
Midland hammerskins,racist-skinhead,43.96,-99.894905,"(43.96, -99.894905)"
Loyal White Knights of the Ku Klux Klan,kkk,44.352001,-69.692376,"(44.352001, -69.692376)"
Aryan Nations OH,neo-nazi,35.51,-86.58,"(35.51, -86.58)"
Public Advocate of the United States,anti-lgbt,38.848531,-77.139887,"(38.848531, -77.139887)"
Creativity Alliance,neo-nazi,27.660116,-81.51,"(27.660116, -81.51)"
League of the South,neo-confederate,32.840694,-83.632402,"(32.840694, -83.632402)"
Israelite Church of God in Jesus Christ,black-separatist,45.576735,-122.638672,"(45.576735, -122.638672)"
Nationalist Movement,white-nationalist,32.19,-90.54,"(32.19, -90.54)"
League of the South,neo-confederate,34.237859,-77.947639,"(34.237859, -77.947639)"
Institute for Historical Review Store,holocaust-denial,33.621453,-117.923675,"(33.621453, -117.923675)"
Silver Bullet Gun Oil,anti-muslim,36.716261,-77.068019,"(36.716261, -77.068019)"
AC Skins,racist-skinhead,39.26,-74.64,"(39.26, -74.64)"
KKKRadio,kkk,36.222673,-93.1,"(36.222673, -93.1)"
International Fatima Rosary Crusade/ Fatima Crusader,rad-trad-catholicism,44.991376,-74.306598,"(44.991376, -74.306598)"
Aggressive Christianity,other,32.03808,-106.45479,"(32.03808, -106.45479)"
Our Place Fellowship,christian-identity,48.544997,-117.900954,"(48.544997, -117.900954)"
United Dixie White Knights Ku Klux Klan,kkk,32.422414,-90.290181,"(32.422414, -90.290181)"
League of the South,neo-confederate,35.77201,-87.783912,"(35.77201, -87.783912)"
Council of Conservative Citizens,white-nationalist,36.11,-80.24,"(36.11, -80.24)"
Council of Conservative Citizens,white-nationalist,40.524861,-75.162564,"(40.524861, -75.162564)"
National Socialist Movement,neo-nazi,35.51,-86.58,"(35.51, -86.58)"
Loyal White Knights of the Ku Klux Klan,kkk,32.583706,-95.108835,"(32.583706, -95.108835)"
National Socialist Freedom Movement,neo-nazi,30.222844,-97.747357,"(30.222844, -97.747357)"
National Prayer Network,other,45.412015,-122.54578,"(45.412015, -122.54578)"
Ku Klos Knights of the Ku Klux Klan,kkk,40.53,-86.18,"(40.53, -86.18)"
Soldiers Of the Cross Training Institute,kkk,36.225996,-93.107676,"(36.225996, -93.107676)"
Aryan Strikeforce,racist-skinhead,31.96,-99.893188,"(31.96, -99.893188)"
Nation of Islam,black-separatist,39.738371,-84.291075,"(39.738371, -84.291075)"
Nation of Islam,black-separatist,39.991292,-75.155513,"(39.991292, -75.155513)"
Aryan Terror Brigade,racist-skinhead,40.712915,-74,"(40.712915, -74)"
Catholic Action Resource Center,rad-trad-catholicism,28.568493,-81.253174,"(28.568493, -81.253174)"
Aryan Nations LA,neo-nazi,28.66,-82.11,"(28.66, -82.11)"
Mass Resistance,anti-lgbt,42.397106,-71.259899,"(42.397106, -71.259899)"
Alternative Right,white-nationalist,33.74,-84.38,"(33.74, -84.38)"
American Nationalist Association,white-nationalist,36.079877,-119.045692,"(36.079877, -119.045692)"
National Socialist Movement,neo-nazi,40.71,-74,"(40.71, -74)"
IHM Media,rad-trad-catholicism,42.736413,-72.232178,"(42.736413, -72.232178)"
Nation of Islam,black-separatist,40.81,-73.95,"(40.81, -73.95)"
Yahweh's Truth,christian-identity,43.742369,-84.069596,"(43.742369, -84.069596)"
American Front,racist-skinhead,40.88,-74.04,"(40.88, -74.04)"
Crew 38,racist-skinhead,39.29286,-76.61,"(39.29286, -76.61)"
Traditional Rebel Knights of the Ku Klux Klan,kkk,39.41,-77.5,"(39.41, -77.5)"
Israelite Church of God in Jesus Christ,black-separatist,40.607381,-75.478166,"(40.607381, -75.478166)"
Creativity Alliance,neo-nazi,33.83,-81.16,"(33.83, -81.16)"
Southern National Congress,neo-confederate,30.546423,-97.622266,"(30.546423, -97.622266)"
Aryan Nations OH,neo-nazi,39.22,-83.27,"(39.22, -83.27)"
AC Skins,racist-skinhead,39.92,-75.11,"(39.92, -75.11)"
Aryan Nations - LA,neo-nazi,40.8,-74.01,"(40.8, -74.01)"
National Socialist Movement,neo-nazi,32.71,-117.16,"(32.71, -117.16)"
Cultural Studies Press,other,40.737341,-73.954804,"(40.737341, -73.954804)"
South Africa Project,white-nationalist,30.37469,-90.08779,"(30.37469, -90.08779)"
Catholic Family and Human Rights Institute (C-FAM),anti-lgbt,40.751984,-73.969779,"(40.751984, -73.969779)"
Aryan Nations OH,neo-nazi,44.063907,-114.74,"(44.063907, -114.74)"
League of the South,neo-confederate,36.728115,-91.852371,"(36.728115, -91.852371)"
Society for the Practical Establishment and Perpetuation of the Ten Commandments,other,33.326799,-83.388496,"(33.326799, -83.388496)"
AC Skins,racist-skinhead,39.45,-74.72,"(39.45, -74.72)"
Free America Rally,white-nationalist,40.712783,-74.005941,"(40.712783, -74.005941)"
Israelite Church of God in Jesus Christ,black-separatist,35.514548,-97.476004,"(35.514548, -97.476004)"
Campaign for Radical Truth in History,holocaust-denial,47.671935,-116.707675,"(47.671935, -116.707675)"
Nation of Islam,black-separatist,33.889068,-118.200027,"(33.889068, -118.200027)"
Aryan Nations LA,neo-nazi,43.61,-116.21,"(43.61, -116.21)"
Christian Action Network,anti-muslim,37.36,-79.28,"(37.36, -79.28)"
Knights Party Veterans League,kkk,36.229793,-93.102264,"(36.229793, -93.102264)"
National Youth Front,white-nationalist,39.76,-86.15,"(39.76, -86.15)"
Catholic Counterpoint,rad-trad-catholicism,39.971667,-75.354722,"(39.971667, -75.354722)"
The United West,anti-muslim,26.616755,-80.068447,"(26.616755, -80.068447)"
American College of Pediatricians,anti-lgbt,29.71,-82.4,"(29.71, -82.4)"
Southern Mountain Knights of the Ku Klux Klan,kkk,36.58,-83.65,"(36.58, -83.65)"
White Boy Society,white-nationalist,40.633757,-89.39,"(40.633757, -89.39)"
Confederate Hammerskins,racist-skinhead,32.15,-82.9,"(32.15, -82.9)"
Barnes Review/Foundation for Economic Liberty Inc.,white-nationalist,38.874552,-76.996886,"(38.874552, -76.996886)"
National Socialist Movement,neo-nazi,42.4,-71.38,"(42.4, -71.38)"
Loyal White Knights of the Ku Klux Klan,kkk,39.045542,-76.906682,"(39.045542, -76.906682)"
National Socialist Freedom Movement,neo-nazi,30.984673,-91.96,"(30.984673, -91.96)"
National Socialist Freedom Movement,neo-nazi,36.151088,-95.99458,"(36.151088, -95.99458)"
Irving Books,holocaust-denial,24.556163,-81.804721,"(24.556163, -81.804721)"
Holy Order Ministry,christian-identity,33.508725,-94.616319,"(33.508725, -94.616319)"
Aryan Strikeforce,racist-skinhead,39.55,-105.78,"(39.55, -105.78)"
Heritage Connection,racist-music,36.229793,-93.096085,"(36.229793, -93.096085)"
American Immigration Control Foundation/Americans for Immigration Control,anti-immigrant,38.41,-79.58,"(38.41, -79.58)"
Nation of Islam,black-separatist,35.001011,-85.316206,"(35.001011, -85.316206)"
